,내용,날짜,별점,재구매,한달사용기,종류
3314,전에 쓰던거라 재주문했어요.,22.03.17.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
3315,쓰던칫솔이라  너무좋네요,22.03.18.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3316,기존에 쓰던 플라콘 제품보다 부드럽네요,22.02.22.,4,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
3317,저렴하게 구입해서 좋습니다,22.03.17.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
3318,한달사용기마트 칫솔은 모가 너무 단단한데 이건 치과 칫솔처럼 부드러워서 좋아요,22.02.19.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-4 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3319,한달사용기잘 쓰고 있어요 만족합니다,22.02.25.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
3320,재구매닥터스 치과칫솔 미세모 교정칫솔 잘사용중이에요,22.02.22.,5,재구매,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
3321,어금니 칫솔 꼭 사용해 보세요. 훨씬 개운하고 끝에 어금니까지 구석구석 닦을 수 있어요.,22.02.12.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
3322,사용 전이지만 포장 꼼꼼한건 맘에 들어요.,22.02.22.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 개별 박스포장
3323,한달사용기재구매어금니쪽 교정기 사이 닦기 편해요 솔이 부드러워 잇몸에 자극도 덜한듯합니다,22.02.12.,4,재구매,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
3324,한달사용기구석구석 잘닦여서 좋아요,22.03.18.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3325,한달사용기어금니칫솔을 처음 사용해봅니다 칫과에서 권유해서요  사용해보니 깔끔하니 좋네요,22.02.13.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
3326,배송도 빠르고 아주 좋네요,22.03.17.,4,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
3327,한달사용기양치하고 어금니칫솔사용하니 확실히 더개운해요,22.02.20.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
3328,재구매치아교정하며 내내 같은 상품 구입하여 사용하고 있습니다. 치아 관리 잘 되서 좋습니다,22.02.12.,5,재구매,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
3329,"세일해서 저렴하게 잘 구입해서 사용하고 있어요
좋아서 추천해요",22.03.13.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3330,아직 사용전이지만 불편함 없을듯 합니다 색상 다양해서 아이가 좋아합니다~,22.02.17.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
3331,배소도 빠르고 너무 잘쓸거같아요,22.03.16.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3332,"지금 막 받았는데 불량없이 잘 도착했어요 잘 쓸게요
상태 좋아요",22.02.16.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3333,치과에서 교정용 칫솔 받아서 쓰고 교체시기되서 검색해서 처음 사봤네요~좋은 거 같아요~교정기 장착한 2년 동안은 꾸준히 이용하게 될 듯합니다!,22.02.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3334,배송 빠르고 착한가격 좋아요,22.02.24.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
3335,치간칫솔 리필형 편하고 좋네요. 간편하게 케이스에 넣고 휴대해서 넣고 다니기에도 좋아요.,22.02.12.,5,0,0,선택: F_치간칫솔 / 종류: F-4.리필형 치간칫솔 B세트 100p / 수량: 1S
3336,"솔은 부드럽고 좋습니다 
모의 크기가 약간 작은듯 합니다 
그래도 쓸만해요",22.03.10.,4,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3337,한달사용기탄력도 적당하고 촘촘해서 잘 쓰고 있어요.,22.02.22.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-6 고급 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3338,치과에서 준 칫솔 구입하려했더니 너무 비싸 못 사고 있었는데  가격대비 수량도 많고 아들이 써보더니 괜찮다고 하네요~,22.03.04.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3339,가격이 저렴해서 구매했는데요 한두번 사용하면 다 벌어지고 닳아서 사용이 힘들어요,22.03.05.,1,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3340,"한달사용기원래 다른 제품 사용하다 이 제품으로 갈아 탓어요
가성비 좋습니다 다음에 또 구매할게요",22.02.12.,4,0,한달사용기,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3341,교정하는딸 주려고 샀어요~~ 가성비 괜찮은거 같아요~~~,22.03.10.,3,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3342,빠르게 배송 되었어요 감사합니다~~,22.02.24.,5,0,0,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
3343,빠르게 배송 되었어요 감사합니다~~,22.02.24.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3344,"만족합니다
교정칫솔좋아요",22.03.17.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3345,노란색은 꺼내 써서 나머지 색 들어있는데 포장도 꼼꼼하고 사용감도 좋아요. 잡는 손잡이는 지압 위해 튀어나와있는데 ㅎㅎ 조금 아프긴하지만 솔이 좋으니 만족해요,22.02.05.,5,0,0,선택: 기획특가(리필형 칫솔) / 종류: 에코 지압칫솔 이중미세모(탄력) / 수량: 16개 실속패키지
3346,"교정시작해서 구입
넘좋아요 배송도빠르구요
뇌물도 맘에들어요",22.03.08.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3347,한달사용기칫솔 부드럽고 좋아요. 특히 환경엔 안좋겠지만 여행용으로 개별로 가지고 다닐때 좋아요.,22.02.12.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
3348,어차피 교정기 때문에 금방 망가지니까 싸게 여러개 사서 바로 바꿔주기에 딱이에요. 두세트 샀더니 혀클리너도 줘서 좋아요~,22.02.07.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3349,치아건강에 신경 많이 쓰는 편이라 칫솔치약에 예민합니다  치과용 칫솔 미세모 젛아요 하나는 우리 대형견 댕댕이꺼임^^,22.02.13.,5,0,0,선택: B_치과칫솔 / 종류: B-6 고급 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3350,재구매잘쓰고있어서 또시켰어요,22.03.17.,5,재구매,0,선택: E_유아 어린이칫솔 / 종류: E-4 코튼캔디 3단계(7~11세) / 수량: 12개 혼합색상 실속패키지
3351,한달사용기교정하니 이물질이 많이 끼고 ㅠㅠ 하다보니 집이랑 휴대용 회사용 해서 3개월마다 교체해서 쓰려고해서 많이 샀어요 좋아요!!,22.02.10.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3352,이거 정말 좋아요. 다음에는 일반 칫솔도 컴팩트로 구입하려고요. 진작 알았으면 더 좋았을 것 같아요.,22.02.10.,5,0,0,선택: D_어금니칫솔 / 종류: D-4 컴팩트 라운드 스파이럴모 / 수량: 12개 개별 박스포장
3353,포장도 깔끔하고 가성비 아주 좋아요!,22.03.16.,5,0,0,선택: F_치간칫솔 / 종류: F-2 치간칫솔 L형 30p / 수량: 2S(보편적인)
3354,교정용 칫솔 대량구매 성공,22.02.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3355,"치과에서 따로 준 교정칫솔보다 칫솔모도 더 부드럽고 좋아요!!
컬러도 비비드하니 좋네요 ㅋㅋㅋ",22.02.12.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3356,후기보고 주문했는데 좋네요,22.02.24.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3357,재구매입니다! 많이 파십시오~!!,22.03.13.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
3358,한달사용기교정후 고무줄 사이사이 청소하기 좋아요!!,22.02.22.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
3359,한달사용기저렴한 가격에 잘 사용하고 있어요~ 부드러운 모가 좋아 두번째 구매했네요~ 부담없이 잘 사용하고 있어요,22.03.04.,5,0,한달사용기,선택: B_치과칫솔 / 종류: B-6 고급 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3360,교정기에 사이 치아에 낀 음식물 빼기 유용해요. 중3아들 이에 입문용 무리없이 들어가요.,22.02.12.,5,0,0,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 3S(입문자추천)
3361,미세모의 부드러움과 탄력성을 같이 느낄 수 있어서 너무 좋네요~,22.02.18.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
3362,"빠른 배송과, 칫솔에 뚜껑까지 있어서 좋네요. 솔도 부드럽고 가성비 좋은 것 같아요~!",22.02.12.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3363,한달사용기재구매잘 사용하고 있고 칫솔너무 좋아요,22.03.15.,5,재구매,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3364,만족스럽습니다~ 배송빨라여,22.02.19.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3365,"아이 교정후 계속 사용하고 있어요
만족합니다~",22.03.14.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3366,"한달사용기잘 사용중입니다.
제품에 만족해요.",22.02.24.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 4S
3367,지압도 되고 구성이 너무 좋아요,22.03.16.,5,0,0,선택: 기획특가(리필형 칫솔) / 종류: 에코 지압칫솔 이중미세모(탄력) / 수량: 16개 실속패키지
3368,"기존에 사용하던  아이칫솔을 다 써서 주문 했는데 아이가 치카할때 안아프다고 하네요..
아이가 직접 선택한 디자인 이라 그런지 칫솔 오자마자 예쁘다고 난리 더군요 ^^",22.02.05.,5,0,0,선택: E_유아 어린이칫솔 / 종류: E-3 코튼캔디 2단계(3~6세) / 수량: 12개 혼합색상 실속패키지
3369,한달사용기손잡이 부분이 튼튼한 느낌 들어서 좋아요,22.02.21.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3370,전에 쓰던거보다 좋아진것같아요,22.02.22.,4,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
3371,싸고 가성비가 좋네요.,22.02.26.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3372,만족합니다만족합니다,22.02.25.,4,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
3373,한달사용기교정중인 딸이 잘 사용하고 있습니다.,22.03.15.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3374,재구매저희 가족이 항상 잘 사용하고 있어 주기적으로 주문하고 있어요~~좋아요!!!♡,22.03.08.,5,재구매,0,선택: B_치과칫솔 / 종류: B-6 고급 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3375,빨리  오네요 좋네요 수고하세요,22.02.20.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3376,재구매 입니다! 많이 파세요~!,22.03.13.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
3377,뇌물 감사해여. 교정 예정이라 사봤는데 잘 닦였음 좋겠네여.,22.02.15.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3378,치과에서 준것과 같네요 잘 쓰겠습니다~,22.02.17.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3379,저렴하게 잘 샀네요,22.02.26.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 12개 실속패키지
3380,생각보다 부드러워요 개별캡있어서 좋아요,22.03.10.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3381,너무너무 만족합니다.또 구매하겠습니다,22.03.11.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
3382,부드러우면서도 꼼꼼히 잘 닦여요~ 교정이제 시작인데 좋은 칫솔 구매했어요,22.03.05.,4,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3383,매번 사용중. 교정 칫솔 좋아여,22.03.11.,3,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
3384,상품평이 괜찮아 구매했네요,22.03.16.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3385,어금니 칫솔을 쓰고나니 양치가 더 깨끗하게 잘 되는게 느껴지네요,22.02.17.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
3386,재구매울막내딸 교정칫솔로 완전 강추해요!!!깔끔하게 닦이고 오래가요~,22.03.07.,5,재구매,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3387,"한달사용기딸 교정 칫솔로 한번 구입해 봅니다
잘 쓰고 있어요",22.03.12.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
3388,돌고돌아 다시 재구매합니다,22.03.16.,5,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
3389,"한달사용기확실히 꼼꼼하게 닦여요.
처음에는 구부러진 형태에 적응하기 좀 힘들었는데 이젠 적응해서 괜찮아요 ㅎㅎㅎ
어금니랑 앞니 뒷부분 이런데 닦을때 진짜 좋아요.",22.02.05.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
3390,빠른 배송 감사합니다,22.02.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3391,"돔형은 원래 사용하면서 만족했던거라
뾰쪽형도 구매해봤어요",22.02.18.,4,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
3392,한달사용기만족스럽습니다 굿굿굿,22.02.25.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
3393,한달사용기확실히금방벌어지는감이있네요..그래도교정한아이가편히써서계속구매할게요,22.02.11.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
