,본문,날짜,리트윗,하트
1891,허어억 무신사 앱 들어가려고 하니까 다미 나옴!!!!!,11-Apr,1,8
1892,김다미 X 무신사 짱,11-Apr,,4
1893,"Replying to 
@110721__",11-Apr,,
1894,아니 무신사 이 사람들 진짜 미친 것 같음...(좋은 뜻 내 새끼 말 할 때 손을 진짜 왕 많이 쓰는데 그럴 때마다 손 클로즈업 해주는 거 배운 변태들 같아 우리 애 담담옥수에 환장하는 거 또 어떻게 알고요ㅠ,11-Apr,30,158
1895,김다미 무신사 화보 너무 예쁘다,11-Apr,38,67
1896,"2조원 시대 연 패션 플랫폼에 쏠린 관심 https://fashionseoul.com/213346 출처 @https://www.twitter.com/fashionseoulcom 

#패션플랫폼 #무신사 #지그재그 #브랜디 #에이블리",11-Apr,,1
1897,"옷은 좋은거 사입어
무신사스타일 존나병신같음
나 돈없어요 티내는것도 아니고",11-Apr,,
1898,"(제보)
220410 #Twenty 댄스 비디오 / 예지 상의
￼
브랜드 : ITZAVIBE (잇자바이브)
제품명 : ANGEL CAT CUTOUT ONE SHOULDER T-SHIRT PINK
가격 : ₩79,000

무신사 : https://store.musinsa.com/app/goods/2398578…

#ITZY #YEJI  #있지 #예지 #Twenty",11-Apr,9,17
1899,"Apache Airflow와 Amazon EKS가 만났을 때 벌어지는 일
작성자 : MUSINSA  tech
출처 : 무신사
April 11, 2022 at 06:22PM",11-Apr,,
1900,"(요청)
220410 #Twenty 댄스 비디오 / 류진 팬츠
￼
브랜드 : THE CENTAUR (더센토르)
제품명 : [TC22SSPT03WH] EVERY FLOWER SWEATPANTS [WHITE]
가격 : ₩109,000

무신사 : https://store.musinsa.com/app/goods/2399232…

#ITZY #RYUJIN  #있지 #류진 #Twenty",11-Apr,26,80
1901,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 골든님 폴라 당첨 넘 축하드…
● 혹시 천러 생카 특전 프리뷰…
● 혹시 그 어제 무신사 라이브…
● 안녕하세요~ 혹시 런쥔이 생…
#질문상자 #익명질문모집중",,,
1902,"Replying to 
@110721__",11-Apr,,
1903,"솔직히 무신사 한번밖에안써봄
근데 지금 홍보 진짜잘하신거에요......저옷ㅈㄴ만이사는데
다 무신사에서만 사줄게",11-Apr,,29
1904,"솔직히 무신사 한번밖에안써봄
근데 지금 홍보 진짜잘하신거에요......저옷ㅈㄴ만이사는데
다 무신사에서만 사줄게",11-Apr,,29
1905,망해라 무신사,11-Apr,,
1906,근데 진짜 대문짝만하게 나옴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저도 무신사 애용해요 무신사 다들 쓰자.,11-Apr,,3
1907,"Replying to 
@nullnull68",11-Apr,,
1908,헐 무신사 ssense에서 구입한거였는데 짭이었던거야?,11-Apr,,
1909,오늘도 무신사 뽀이，，적. .이라는 남자,11-Apr,,4
1910,영화같으요...무신사사랑ㄹ애,11-Apr,,5
1911,무신사 인스타,11-Apr,1,20
1912,"Replying to 
@pjin0320_GG",11-Apr,,1
1913,무신사 ㅈ됏네,11-Apr,,
1914,"Replying to 
@greenery704",11-Apr,,
1915,원래 나혼자서 무신사 불매한지 한참되긴함...... 요즘 아쿠ㅂ1클럽충이라,11-Apr,,
1916,"[매트릭스] 궁지 몰린 무신사 ""공식 판매처도 짝퉁 팔았다"" / JTBC 뉴스룸 https://youtu.be/_V8IgtRo0qg 출처 
@YouTube",11-Apr,,
1917,무신사그래서..더 안풀어줘여...?포카...??,11-Apr,,
1918,와릿이즌 더보이즈 오프라인 무신사 양도 받아요 배송지 변경 원합니다 디엠주세요 ~!,11-Apr,,
1919,"와릿이즌 포카 교환 구합니다.. ㅅㅂ..
저 : 무신사 포카..
더비: 공홈 영훈이..",11-Apr,,
1920,무신사 다미 너무 예쁘다... 다 너무 예뻐 ㅠㅠ,11-Apr,,5
1921,,,,
1922,오늘도 무신사 뽀이，，적. .이라는 남자,11-Apr,,4
1923,영화같으요...무신사사랑ㄹ애,11-Apr,,5
1924,무신사 인스타,11-Apr,1,20
1925,"Replying to 
@pjin0320_GG",11-Apr,,
1926,헐 무신사 몬데!!!,11-Apr,,1
1927,무신사.. 감사합니다 다미 포카 증정이벤트 같은 건 안 하나요,11-Apr,,1
1928,뭐야 무신사 벌써 출고...? 포카 안 넣은거 아님...........? 쎄한데..... 아니 내가 내돈쓰고 이렇게 조마조마해야되낰ㅋㅋㅋㅋㅋ 짜증나.. 너무 싫어,11-Apr,,
1929,성수동 기반 패션 생태계 더 키운다... 성수동에 무신사 스튜디오 3호점 오픈 http://m.newspic.kr/view.html?nid=2022040516195211508&pn=93&cp=S3HeM39B&utm_medium=affiliate&utm_campaign=2022040516195211508&utm_source=np210622S3HeM39B… 26,11-Apr,,
1930,"담스타 @무신사

초고속 업뎃 머선일이야
거기다 비하인드까지 풀어줌 ㅠㅠㅠ
와 4월 너무 행보케 ㅠㅠㅠㅠㅠ

 https://instagram.com/p/CcM4dayJLka/?igshid=NDA1YzNhOGU=…",11-Apr,4,26
1931,"Replying to 
@Mashiro39__
 and 
@PasteCat",11-Apr,,
1932,와 무신사 와리리 벌써 배송시작,11-Apr,,
1933,"Replying to 
@PasteCat",11-Apr,,1
1934,"Replying to 
@G005500",11-Apr,,
1935,"[매트릭스] 궁지 몰린 무신사 ""공식 판매처도 짝퉁 팔았다"" | 다음뉴스 https://news.v.daum.net/v/20220410185809423… 
공식 판매사 에스센스는 ""브랜드에서 직접 조달한 정품만 판다""며 '허위 주장'이라고 일축, 조사에 착수하겠다 밝힌 만큼 이 공방의 최종 진실이 드러날지 주목됩니다.",11-Apr,3,2
1936,무신사 ㄷ├ロ𓌉 내 픽,11-Apr,1,17
1937,무신사 다미 너무 예쁘다... 다 너무 예뻐 ㅠㅠ,,,
1938,"— 2022.04.11

#김다미 #KimDami x Musinsa

MUSINSA
첫사랑을 찾습니다
무신사 첫 구매라면 누구나 18% 할인 
22.04.11-05.31

MUSINSA
Looking for The First Love
18% discount for first purchase at Musinsa
22.04.11-05.31

 https://musinsaapp.page.link/a4GvVqX1uRezuCnP9…",11-Apr,14,53
1939,무신사 미리 나왔으면 앤맠에서 담 생일에 비하인드 같이 풀어줬을까 ....,11-Apr,,8
1940,무신사 벌써 출고 중이네 와우 ,11-Apr,,
1941,헐 무신사떳네,11-Apr,,1
1942,"— 2022.04.11

#김다미 #KimDami x Musinsa

MUSINSA
첫사랑을 찾습니다
무신사 첫 구매라면 누구나 18% 할인 
22.04.11-05.31

MUSINSA
Looking for The First Love
18% discount for first purchase at Musinsa
22.04.11-05.31

 https://musinsaapp.page.link/a4GvVqX1uRezuCnP9…",11-Apr,14,53
1943,무신사 미리 나왔으면 앤맠에서 담 생일에 비하인드 같이 풀어줬을까 ....,11-Apr,,8
1944,내 친구랑 나 진짜 옷 수타일 개뚜렷하다 매년 생일마다 나눈 개공주 옷 사 달라고 하고 내 친구는 무신사 옷 사 달라 하는데 카톡 프사 보니깐 딱 나는 코르셋 걸이고 내 친구는 무신사 걸임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,11-Apr,,
1945,더 이상 미룰 수 없다 무신사테라스 가야한다,11-Apr,,
1946,"Replying to 
@hhhhhthebgh",11-Apr,,
1947,"폰케 
+기키(무신사)
도 있는데 여기는 넘 잘 깨져서.. 원 트윗 폰케 추천드려요",11-Apr,,2
1948,"[매트릭스] 궁지 몰린 무신사 ""공식 판매처도 짝퉁 팔았다"" / JTBC 뉴스룸 https://youtu.be/_V8IgtRo0qg - 
@YouTube",11-Apr,2,
1949,김다미 무신사 캠페인 화보 진짜 감동심해,11-Apr,1,1
1950,무신사 스탭분이 촬영 잘돼서 만족이라고 했었는데 진짜임.. 결과물 봐 진짜 잘됐음,11-Apr,10,70
1951,"와릿이즌 포카 및 옷 공구

와릿이즌 더보이즈 포카 후드티 후드집업 스릴라이드 무신사 더스틸러 주연 현재 영훈 선우 큐 뉴 에릭 상연 학년 제이콥 케빈 미공포 앨범 양도 미개봉 개봉 드볼 라포티셀 블룸블룸 반팔티 긴팔티",11-Apr,,
1952,아니 무신사들어가서 바지 뭐살지 고민하고 있었는데 동기가 캠 보더니 왜 공부안하냐고 디엠옴,11-Apr,,
1953,슴스토어 1월 7일에 산 바인더보다 저번주 금요일에 주문한 무신사 옷이 더 빨리 출고됐다,11-Apr,,4
1954,"여을루의 맛집, 멋집 리뷰 블로그 - 무신사 고객센터 전화번호 연락처",11-Apr,,
1955,,,,
1956,무신사 스탭분이 촬영 잘돼서 만족이라고 했었는데 진짜임.. 결과물 봐 진짜 잘됐음,11-Apr,10,70
1957,"와릿이즌 포카 및 옷 공구

와릿이즌 더보이즈 포카 후드티 후드집업 스릴라이드 무신사 더스틸러 주연 현재 영훈 선우 큐 뉴 에릭 상연 학년 제이콥 케빈 미공포 앨범 양도 미개봉 개봉 드볼 라포티셀 블룸블룸 반팔티 긴팔티",11-Apr,,
1958,,,,
1959,"와릿이즌 포카 및 옷 공구

와릿이즌 더보이즈 포카 후드티 후드집업 스릴라이드 무신사 더스틸러 주연 현재 영훈 선우 큐 뉴 에릭 상연 학년 제이콥 케빈 미공포 앨범 양도 미개봉 개봉 드볼 라포티셀 블룸블룸 반팔티",11-Apr,,
1960,"와릿이즌 영훈 포카 구합니다 제시해서 dm주세요

영훈 와릿이즌 포카 더보이즈 양도 공홈 무신사

즉입 쌉가능!!!!!!!제발",11-Apr,,
1961,"와릿이즌 영훈 포카 구합니다 제시해서 dm주세요

영훈 와릿이즌 포카 더보이즈 양도 공홈 무신사",11-Apr,,
1962,"*발!!ㅜㅜ씨앗말고포카주세요
이제무신사들어간내탓이다..하",11-Apr,,1
1963,"220411 무신사 MUSINSA #김다미 #KIMDAMI

 https://bit.ly/3ut8k0J",11-Apr,18,90
1964,무신사 스타일후기보면 .. 물욕재기함,11-Apr,,
1965,"【  】
#무신사 #MUSINSA 
[PHYSICAL EDUCATION DEPARTMENT] PHYPS® X 윤경덕 ROUTINE REMAKE MIXED DENIM JACKET + DENIM PANTS SET ─ 2022-04-14 10:00:00 응... 
 https://musinsa.com/event/raffles/360… 
 
#Sneakers #스니커즈 
#Raffle #래플 #DRAW #드로우",11-Apr,,
1966,"【  】
#무신사 #MUSINSA 
[DOUBLE RL] 가먼트다이 트윌 볼 캡 - 그린 ─ 2022-04-14 11:00:00 응모 | 3,140,000원 → 1,000원 (99%) 
 https://musinsa.com/event/raffles/359… 
 
#Sneakers #스니커즈 
#Raffle #래플 #DRAW #드로우",11-Apr,,
1967,"와릿이즌 포카 및 옷 공구

와릿이즌 더보이즈 포카 후드티 후드집업 스릴라이드 무신사 더스틸러 주연 현재 영훈 선우 큐 뉴 에릭 상연 학년 제이콥 케빈 미공포 앨범 양도 미개봉 개봉 드볼 라포티셀 블룸블룸",11-Apr,,
1968,뽀둥순우유맛둥카롱♡ 얼굴로 지금 무신사힙뽀이 차림을 했단 말이지 .. .,11-Apr,,7
1969,"무신사 슨생님들 월요일에 이렇게 화보 풀어주시면…
너무 감사합니다",11-Apr,1,11
1970,,,,
1971,,11-Apr,,
1972,무신사 떡밥 드뎌떳어 ㅁㅊ ㅠㅠ,11-Apr,,1
1973,"220411 무신사 ‘첫사랑을 찾습니다’ 캠페인
#김다미 #KIMDAMI 

 https://musinsa.com/cms/magazine/view/358…",11-Apr,12,41
1974,"220411 무신사 MUSINSA #김다미 #KIMDAMI

 https://bit.ly/3NXxZGy",11-Apr,6,29
1975,무신사 그냥 화보 하나갰지 했는데 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,11-Apr,,
1976,무신사 떡밥 드뎌떳어 ㅁㅊ ㅠㅠ,11-Apr,,1
1977,"220411 무신사 ‘첫사랑을 찾습니다’ 캠페인
#김다미 #KIMDAMI 

 https://musinsa.com/cms/magazine/view/358…",11-Apr,12,41
1978,"더보이즈 와릿이즌 오프라인 대리구매 합니다
12일 화요일 오픈시간 전에 갈 예정 입니다!

옷은 특별히 원하시는 거 있으시면 말씀해 주시고 없으면 3만원에 제일 가까운 기본티로 사드려요 너무 많으면 힘들어서 딱 3분만 받을게요
수고비는 디엠으로 말씀해주세요~!

무신사 온라인 공홈",11-Apr,,
1979,오프랑 무신사 포카가 더 예뻐써 더 짜증나ㅜ 포카 다르다고 미리 알려줬으면 공홈이 아니라 무신사에서 샀지 아오,11-Apr,,
1980,"Replying to 
@OTK36912",11-Apr,,
1981,"220411 무신사 TV 유튜브
셀럽도 다 무신사랑 SELF_LOVE
#김다미 #KIMDAMI 

 https://youtu.be/oq8dqpvLPfY",11-Apr,15,56
1982,온라인과 오프라인 별개래놓고 온라인인 무신사 스토어와 오프라인 포카가 같으면 쓰나,11-Apr,,
1983,"해결방안

기간 늘리기 -> 늘린 기간만큼 포카 발주 -> 온라인 공홈&무신사 포카 통일시키기

아닌교",11-Apr,1,1
1984,공홈 10시반 이랬다가 11시로 바꿈 (10시 반 넘어서) 품절공지 떴는데 공지뜨기 전에 주문한 사람들은 포카 증정 받았는지 아닌지 확인도 안됨....무신사 11시랬다가 11시반으로 바꿈 (근데 이미 포카는 품절)ㅋㅋㅋ 마곤 좋아하는 브랜드라 기분좋게 돈 쓰려다가 포카대신 스트레스만 받아 ㅜ,11-Apr,,1
1985,"220411 무신사 MUSINSA #김다미 #KIMDAMI

 https://bit.ly/3LXzAum",11-Apr,51,221
1986,아니 그럼 무신사 입금확인에서 사은품 안뜨면 포카 못 받는거..?,11-Apr,,
1987,,,,
1988,오프랑 무신사 포카가 더 예뻐써 더 짜증나ㅜ 포카 다르다고 미리 알려줬으면 공홈이 아니라 무신사에서 샀지 아오,11-Apr,,
1989,"Replying to 
@OTK36912",11-Apr,,
1990,"220411 무신사 TV 유튜브
셀럽도 다 무신사랑 SELF_LOVE
#김다미 #KIMDAMI 

 https://youtu.be/oq8dqpvLPfY",11-Apr,15,56
1991,온라인과 오프라인 별개래놓고 온라인인 무신사 스토어와 오프라인 포카가 같으면 쓰나,11-Apr,,
1992,"해결방안

기간 늘리기 -> 늘린 기간만큼 포카 발주 -> 온라인 공홈&무신사 포카 통일시키기

아닌교",11-Apr,1,1
1993,공홈 10시반 이랬다가 11시로 바꿈 (10시 반 넘어서) 품절공지 떴는데 공지뜨기 전에 주문한 사람들은 포카 증정 받았는지 아닌지 확인도 안됨....무신사 11시랬다가 11시반으로 바꿈 (근데 이미 포카는 품절)ㅋㅋㅋ 마곤 좋아하는 브랜드라 기분좋게 돈 쓰려다가 포카대신 스트레스만 받아 ㅜ,11-Apr,,1
1994,"220411 무신사 페이스북 #김다미 #KIMDAMI

 https://scontent-gmp1-1.xx.fbcdn.net/v/t39.30808-6/277668291_5117172775027758_6370813955096794728_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=730e14&_nc_ohc=zAq27IBb4c0AX_KtTkG&_nc_ht=scontent-gmp1-1.xx&oh=00_AT9MLvRJHdpywSriCZHFReJQ_QVukZC4TyAEVKfIKTHMGA&oe=6257FE7C…
 https://scontent-gmp1-1.xx.fbcdn.net/v/t39.30808-6/277668741_5117172798361089_3419949499872535662_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=730e14&_nc_ohc=XGQcr1XUdMsAX8SHxlc&_nc_ht=scontent-gmp1-1.xx&oh=00_AT8txgKmxJziK-vgeB-SLI5BqrDj7z2d63uNsTyfotWadQ&oe=6257D395…
 https://scontent-gmp1-1.xx.fbcdn.net/v/t39.30808-6/277796608_5117172861694416_9042809696396703490_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=730e14&_nc_ohc=C-MXqYHF4NQAX-upWIX&_nc_ht=scontent-gmp1-1.xx&oh=00_AT8a50-wnWb1gw3RCvL0M30QzDr-3KMAnOcGB6EDamId_g&oe=62594C73…
 https://scontent-gmp1-1.xx.fbcdn.net/v/t39.30808-6/277740974_5117172828361086_7688314824941524746_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=730e14&_nc_ohc=_Q4nT0GJkjAAX_42mlw&_nc_ht=scontent-gmp1-1.xx&oh=00_AT-hzVEnkVL9y3NWI-HSEq8EgbSRK77NBpCCEBiXaAzuIg&oe=62582049…",11-Apr,3,12
1995,"무신사 x 김다미 
한컷 한컷이 다 이쁘면 어뜨케",11-Apr,12,52
1996,"김다미 X 무신사 첫사랑을 찾습니다 캠페인 화보 사진 #김다미 #kimdami
모든 컨셉이랑 착장이 다 찰떡이라 그냥 더 이상의 무슨 말을 얹을 수도 없음 걍 존재가 레전드셔요...",11-Apr,6,48
1997,"무신사 포카 끝이라고?
결제할뻔했네..",11-Apr,,
1998,"김다미 X 무신사 첫사랑을 찾습니다 캠페인 화보 사진 #김다미 #kimdami
아니 착장따라서 분위기 컨셉 다 다른 거 너무 환장하겠음 머리만 쥐어뜯는 중이셔요 지금...ㅠ",11-Apr,6,55
1999,와릿이즌 공홈이랑 무신사 두개 다 산 사람이 위너다.... 상식적으로 온오프 두 종류 로 나눠서 공지하면 온라인은 무신사나 공홈 둘 중에 하나만 선택해서 사놓고 오프는 직접가거나 대리구매를 부탁하거나 하는 시나리오를 다들 짜지 않겠냐고요...,11-Apr,1,
2000,"김다미 X 무신사 첫사랑을 찾습니다 캠페인 화보 사진 #김다미 #kimdami
아니 이걸 안 올렸었네,,, 근데 홈페이지 사진이 왜 인스타에 올라온 사진보다 화질이 안 좋은 건지 모르겠음ㅠ",11-Apr,3,49
2001,무신사 떡밥 드뎌떳어 ㅁㅊ ㅠㅠ,11-Apr,,
2002,"Replying to 
@jumilktea
 and 
@kimashlo",11-Apr,,
2003,"헙 내 새끼 무신사 관계자분이랑 촬영 때 찍은 사진~! 무신사의 첫사랑이래 너무 좋아,,,",11-Apr,12,109
2004,야 근데 무신사 스탠다드 무지티 되게 좋긴하다,11-Apr,,
2005,"Replying to 
@WhatitisNt_kr",11-Apr,,
2006,미리 오프라인 포카는 무신사 온라인 포카와 동일한 포카이고 온라인 포카는 무신사 온라인은 해당 X 공홈 온라인 주문만 해당인걸 공지해주시고 사이트별 오픈시간도 확실하게 안내해주셨으면 고객들도 cs팀도 시간낭비안하고 원하는 포카 구매계획 잘 짜서 즐거운 쇼핑할수 았었을텐데요...,11-Apr,2,3
2007,"오프라인 안갈꺼면 무신사, 공홈에서 사면 됐던거잖아.. 둘중에 하나만 산 사람은 뭐가 돼?",11-Apr,,1
2008,"Replying to 
@jumilktea
 and 
@kimashlo",11-Apr,,
2009,"헙 내 새끼 무신사 관계자분이랑 촬영 때 찍은 사진~! 무신사의 첫사랑이래 너무 좋아,,,",11-Apr,12,109
2010,너무 화나네ㅋ 새벽에 주문한 옷 이미 배송으로 넘어가서 옷 받고 다시 반품 보내줘야한데ㅋ 포토카드는 이미 무신사 공홈 다 소진 된거고^-^ 상담원분은 죄가 없으니 잘 안내 받고 통화 끝냈지만 애들이 광고하는 브랜드 옷 판매량 늘면 좋으니까 겸사겸사 사려고 했는데 기분이 너무 나빠졌어!!!ㅋㅋ,11-Apr,,3
2011,"무신사 주문한거 그냥 취소할까
와릿이즌인지 뭔지 보이콧 하고 싶어",11-Apr,,
2012,아 ㅁㅊ 무신사,11-Apr,,
2013,"와릿이즌 실화야…?
공홈 10시 30분 > 11시 시간 변경 > 10 30분 이후에 알려줌 > 이미 구매한 사람 존재
무신사 11시 > 11시 30분 시간 변경 > 품절되고 알려줌
온오프 포카 다름 > 근데 무신사는 오프라인 포카 > 품절되고 알려줌",11-Apr,165,37
2014,"Replying to 
@hownowlike",11-Apr,,
2015,그저스타일리스트계의퀸왕짱여신님>>머리카락없는무신사매니아,11-Apr,,1
